v08_amplitude, 0.6042162407828554
v08_center, 1690.9887152604927
v08_sigma, 0.1000048483142233
v08_gamma, 9.5
v07_amplitude, 1.8500547208639144
v07_center, 1539.4737758700162
v07_sigma, 13.716309618136481
v07_gamma, 5
v06_amplitude, 14.29869552674793
v06_center, 1666.2472361352472
v06_sigma, 20.14220515399198
v06_gamma, 9.5
v04_amplitude, 0.19683684669802376
v04_center, 1516.778312056952
v04_sigma, 0.9814538181992033
v04_gamma, 5
v03_amplitude, 3.729795887224692
v03_center, 1638.7565183943407
v03_sigma, 11.538516058474505
v03_gamma, 9.5
v02_amplitude, 0.6917597866873488
v02_center, 1675.0798154560648
v02_sigma, 7.0654087874319
v02_gamma, 11
v01_amplitude, 34.86474154515982
v01_center, 1610.804047981038
v01_sigma, 35.04600026825022
v01_gamma, 8.25
